customer_id,segment,region,first_order_date
CUST-10804,Sensitive Skin,North West,2026-06-28
CUST-10592,Acne & Blemish,Scotland,2026-02-11
CUST-10287,Anti-Ageing,Other UK,2025-06-18
CUST-10506,Anti-Ageing,Other UK,2025-11-30
CUST-10265,Acne & Blemish,Scotland,2025-06-02
CUST-10283,Sensitive Skin,South East,2025-06-17
CUST-10760,Acne & Blemish,South East,2026-06-02
CUST-10294,Sensitive Skin,North West,2025-06-20
CUST-10207,Sensitive Skin,Other UK,2025-05-02
CUST-10233,Hydration & Glow,South East,2025-05-17
CUST-10730,Acne & Blemish,South East,2026-05-16
CUST-10614,Sensitive Skin,London,2026-03-02
CUST-10776,Anti-Ageing,Scotland,2026-06-13
CUST-10401,Anti-Ageing,London,2025-09-14
CUST-10717,Sensitive Skin,South East,2026-05-08
CUST-10675,Sensitive Skin,North West,2026-04-10
CUST-10158,Anti-Ageing,South East,2025-04-07
CUST-10634,Sensitive Skin,South East,2026-03-16
CUST-10492,Anti-Ageing,Scotland,2025-11-25
CUST-10605,Acne & Blemish,London,2026-02-24
CUST-10706,Anti-Ageing,South East,2026-05-03
CUST-10340,Anti-Ageing,London,2025-07-25
CUST-10378,Acne & Blemish,London,2025-08-28
CUST-10402,Hydration & Glow,North West,2025-09-14
CUST-10448,Hydration & Glow,North West,2025-10-24
CUST-10649,Hydration & Glow,Scotland,2026-03-25
CUST-10157,Anti-Ageing,South East,2025-04-07
CUST-10387,Hydration & Glow,South East,2025-09-03
CUST-10180,Anti-Ageing,South East,2025-04-19
CUST-10079,Anti-Ageing,South East,2025-02-18
CUST-10711,Hydration & Glow,South East,2026-05-05
CUST-10725,Hydration & Glow,Scotland,2026-05-13
CUST-10732,Acne & Blemish,Other UK,2026-05-16
CUST-10093,Anti-Ageing,London,2025-02-26
CUST-10320,Sensitive Skin,North West,2025-07-05
CUST-10485,Acne & Blemish,London,2025-11-22
CUST-10199,Acne & Blemish,London,2025-05-01
CUST-10105,Hydration & Glow,North West,2025-03-06
CUST-10525,Hydration & Glow,London,2025-12-12
CUST-10710,Acne & Blemish,South East,2026-05-04
CUST-10439,Anti-Ageing,London,2025-10-12
CUST-10755,Acne & Blemish,North West,2026-05-31
CUST-10134,Acne & Blemish,South East,2025-03-23
CUST-10119,Sensitive Skin,London,2025-03-14
CUST-10542,Sensitive Skin,South East,2025-12-24
CUST-10408,Anti-Ageing,London,2025-09-21
CUST-10622,Sensitive Skin,North West,2026-03-09
CUST-10006,Hydration & Glow,London,2025-01-04
CUST-10279,Anti-Ageing,South East,2025-06-14
CUST-10316,Acne & Blemish,London,2025-07-04
CUST-10116,Acne & Blemish,London,2025-03-11
CUST-10589,Hydration & Glow,North West,2026-02-10
CUST-10640,Sensitive Skin,South East,2026-03-20
CUST-10334,Acne & Blemish,Other UK,2025-07-16
CUST-10209,Hydration & Glow,South East,2025-05-02
CUST-10586,Acne & Blemish,Other UK,2026-02-06
CUST-10009,Hydration & Glow,Other UK,2025-01-06
CUST-10223,Sensitive Skin,Other UK,2025-05-12
CUST-10558,Sensitive Skin,London,2026-01-05
CUST-10469,Hydration & Glow,Scotland,2025-11-07
CUST-10263,Hydration & Glow,London,2025-05-31
CUST-10540,Anti-Ageing,Scotland,2025-12-19
CUST-10516,Hydration & Glow,Other UK,2025-12-04
CUST-10529,Acne & Blemish,London,2025-12-14
CUST-10240,Sensitive Skin,London,2025-05-19
CUST-10554,Sensitive Skin,North West,2026-01-04
CUST-10273,Sensitive Skin,London,2025-06-09
CUST-10793,Anti-Ageing,London,2026-06-23
CUST-10458,Acne & Blemish,Other UK,2025-11-01
CUST-10420,Sensitive Skin,North West,2025-09-29
CUST-10650,Acne & Blemish,North West,2026-03-25
CUST-10080,Hydration & Glow,South East,2025-02-19
CUST-10060,Acne & Blemish,North West,2025-02-11
CUST-10431,Sensitive Skin,North West,2025-10-08
CUST-10203,Hydration & Glow,Other UK,2025-05-01
CUST-10184,Hydration & Glow,London,2025-04-22
CUST-10321,Sensitive Skin,South East ,2025-07-05
CUST-10178,Hydration & Glow,South East,2025-04-15
CUST-10762,Anti-Ageing,London,2026-06-04
CUST-10606,Hydration & Glow,South East,2026-02-24
CUST-10169,Acne & Blemish,North West,2025-04-13
CUST-10202,Anti-Ageing,Other UK,2025-05-01
CUST-10083,Acne & Blemish,North West,2025-02-21
CUST-10805,Acne & Blemish,South East ,2026-06-29
CUST-10159,Hydration & Glow,London,2025-04-08
CUST-10086,Sensitive Skin,North West,2025-02-23
CUST-10154,Acne & Blemish,North West,2025-04-06
CUST-10155,Acne & Blemish,South East,2025-04-07
CUST-10406,Hydration & Glow,Scotland,2025-09-16
CUST-10800,Anti-Ageing,South East,2026-06-25
CUST-10523,Acne & Blemish,North West,2025-12-10
CUST-10599,Anti-Ageing,South East,2026-02-16
CUST-10548,Acne & Blemish,South East,2025-12-30
CUST-10794,Acne & Blemish,South East,2026-06-23
CUST-10382,Acne & Blemish,Scotland,2025-08-29
CUST-10541,Hydration & Glow,London,2025-12-22
CUST-10304,Hydration & Glow,Scotland,2025-06-25
CUST-10118,Anti-Ageing,Scotland,2025-03-13
CUST-10620,Anti-Ageing,Scotland,2026-03-05
CUST-10509,Sensitive Skin,London,2025-12-01
CUST-10784,Anti-Ageing,London,2026-06-19
CUST-10354,Acne & Blemish,North West,2025-08-07
CUST-10030,Hydration & Glow,London,2025-01-19
CUST-10436,Anti-Ageing,Other UK,2025-10-10
CUST-10524,Hydration & Glow,London,2025-12-11
CUST-10143,Acne & Blemish,North West,2025-03-29
CUST-10712,Acne & Blemish,Other UK,2026-05-05
CUST-10286,Acne & Blemish,Other UK,2025-06-17
CUST-10068,Hydration & Glow,South East,2025-02-14
CUST-10484,Hydration & Glow,London,2025-11-22
CUST-10339,Anti-Ageing,Scotland,2025-07-22
CUST-10376,Hydration & Glow,Other UK,2025-08-24
CUST-10299,Sensitive Skin,South East,2025-06-22
CUST-10249,Acne & Blemish,Scotland,2025-05-24
CUST-10652,Acne & Blemish,Scotland,2026-03-26
CUST-10264,Hydration & Glow,North West,2025-05-31
CUST-10474,Acne & Blemish,Other UK,2025-11-12
CUST-10306,,South East,2025-06-28
CUST-10020,Sensitive Skin,South East,2025-01-11
CUST-10658,Hydration & Glow,Scotland,2026-03-29
CUST-10122,Anti-Ageing,Scotland,2025-03-16
CUST-10546,Anti-Ageing,Other UK,2025-12-29
CUST-10137,Sensitive Skin,Other UK,2025-03-25
CUST-10044,Acne & Blemish,Other UK,2025-02-01
CUST-10597,Acne & Blemish,Other UK,2026-02-14
CUST-10780,Anti-Ageing,North West,2026-06-13
CUST-10626,Anti-Ageing,South East,2026-03-11
CUST-10556,Sensitive Skin,Scotland,2026-01-05
CUST-10756,Acne & Blemish,London,2026-06-01
CUST-10668,Acne & Blemish,Scotland,2026-04-07
CUST-10723,Hydration & Glow,South East,2026-05-13
CUST-10703,Acne & Blemish,South East,2026-05-03
CUST-10699,Acne & Blemish,South East,2026-04-27
CUST-10227,Acne & Blemish,London,2025-05-14
CUST-10471,Hydration & Glow,London,2025-11-10
CUST-10292,Hydration & Glow,London,2025-06-19
CUST-10624,Acne & Blemish,Other UK,2026-03-10
CUST-10034,Sensitive Skin,South East,2025-01-24
CUST-10001,Sensitive Skin,Scotland,2025-01-01
CUST-10136,Sensitive Skin,Other UK,2025-03-24
CUST-10466,Acne & Blemish,London,2025-11-07
CUST-10359,Hydration & Glow,London,2025-08-10
CUST-10746,Acne & Blemish,South East,2026-05-27
CUST-10785,Anti-Ageing,South East,2026-06-19
CUST-10226,Acne & Blemish,South East,2025-05-13
CUST-10327,Hydration & Glow,London,2025-07-10
CUST-10514,Acne & Blemish,Other UK,2025-12-02
CUST-10191,Acne & Blemish,South East,2025-04-24
CUST-10691,Acne & Blemish,South East,2026-04-22
CUST-10244,Acne & Blemish,North West,2025-05-21
CUST-10267,Anti-Ageing,London,2025-06-04
CUST-10700,Acne & Blemish,Scotland,2026-04-28
CUST-10049,Anti-Ageing,London,2025-02-04
CUST-10205,Sensitive Skin,Scotland,2025-05-01
CUST-10103,Acne & Blemish,Scotland,2025-03-03
CUST-10067,Acne & Blemish,South East,2025-02-14
CUST-10023,Sensitive Skin,South East,2025-01-12
CUST-10775,Anti-Ageing,South East,2026-06-11
CUST-10464,Anti-Ageing,Scotland,2025-11-05
CUST-10511,Sensitive Skin,Other UK,2025-12-02
CUST-10333,Hydration & Glow,Scotland,2025-07-16
CUST-10351,Acne & Blemish,North West,2025-08-04
CUST-10254,Anti-Ageing,North West,2025-05-28
CUST-10468,,Other UK,2025-11-07
CUST-10657,Sensitive Skin,North West,2026-03-28
CUST-10470,Anti-Ageing,London,2025-11-09
CUST-10162,Sensitive Skin,Scotland,2025-04-09
CUST-10375,Sensitive Skin,London,2025-08-24
CUST-10600,Hydration & Glow,Scotland,2026-02-17
CUST-10065,Hydration & Glow,Other UK,2025-02-14
CUST-10421,Hydration & Glow,Other UK,2025-09-30
CUST-10670,Anti-Ageing,North West,2026-04-07
CUST-10204,Acne & Blemish,London,2025-05-01
CUST-10527,Hydration & Glow,London,2025-12-13
CUST-10625,Anti-Ageing,North West,2026-03-11
CUST-10719,Sensitive Skin,Other UK,2026-05-10
CUST-10749,Acne & Blemish,North West,2026-05-29
CUST-10739,Anti-Ageing,Other UK,2026-05-21
CUST-10225,Acne & Blemish,South East,2025-05-13
CUST-10210,Acne & Blemish,North West,2025-05-03
CUST-10689,Acne & Blemish,South East,2026-04-21
CUST-10745,Acne & Blemish,North West,2026-05-26
CUST-10498,Hydration & Glow,London,2025-11-28
CUST-10307,Acne & Blemish,North West,2025-06-28
CUST-10683,Acne & Blemish,South East ,2026-04-17
CUST-10170,Hydration & Glow,South East,2025-04-13
CUST-10660,Acne & Blemish,Scotland,2026-03-30
CUST-10367,Hydration & Glow,London,2025-08-18
CUST-10574,Acne & Blemish,North West,2026-01-28
CUST-10355,Anti-Ageing,South East,2025-08-08
CUST-10757,Acne & Blemish,South East ,2026-06-01
CUST-10414,Hydration & Glow,South East,2025-09-24
CUST-10231,Hydration & Glow,North West,2025-05-15
CUST-10047,Anti-Ageing,South East,2025-02-03
CUST-10501,Hydration & Glow,London,2025-11-29
CUST-10241,Hydration & Glow,North West,2025-05-19
CUST-10400,Hydration & Glow,South East,2025-09-13
CUST-10627,Hydration & Glow,London,2026-03-11
CUST-10248,Sensitive Skin,North West,2025-05-23
CUST-10456,Anti-Ageing,South East,2025-10-29
CUST-10206,Hydration & Glow,London,2025-05-01
CUST-10372,Anti-Ageing,North West,2025-08-22
CUST-10109,Acne & Blemish,London,2025-03-08
CUST-10220,Anti-Ageing,London,2025-05-09
CUST-10291,Anti-Ageing,London,2025-06-19
CUST-10002,Acne & Blemish,South East,2025-01-02
CUST-10329,Hydration & Glow,London,2025-07-12
CUST-10508,Hydration & Glow,North West,2025-12-01
CUST-10748,Anti-Ageing,Scotland,2026-05-28
CUST-10553,Hydration & Glow,London,2026-01-04
CUST-10404,Hydration & Glow,London,2025-09-15
CUST-10537,Sensitive Skin,London,2025-12-17
CUST-10262,,South East,2025-05-31
CUST-10389,Hydration & Glow,North West,2025-09-06
CUST-10145,Sensitive Skin,Scotland,2025-03-29
CUST-10441,Anti-Ageing,London,2025-10-15
CUST-10641,Acne & Blemish,South East,2026-03-20
CUST-10187,Hydration & Glow,Other UK,2025-04-23
CUST-10053,,London,2025-02-07
CUST-10356,Hydration & Glow,Scotland,2025-08-08
CUST-10246,Hydration & Glow,South East,2025-05-22
CUST-10795,Anti-Ageing,Scotland,2026-06-24
CUST-10435,Sensitive Skin,North West,2025-10-10
CUST-10576,Hydration & Glow,London,2026-01-29
CUST-10183,Anti-Ageing,North West,2025-04-21
CUST-10493,Sensitive Skin,London,2025-11-25
CUST-10788,Hydration & Glow,South East,2026-06-21
CUST-10718,Sensitive Skin,South East,2026-05-09
CUST-10789,Anti-Ageing,Other UK,2026-06-21
CUST-10059,Acne & Blemish,London,2025-02-10
CUST-10444,Acne & Blemish,London,2025-10-17
CUST-10654,Sensitive Skin,South East,2026-03-26
CUST-10361,Hydration & Glow,South East,2025-08-14
CUST-10050,Anti-Ageing,North West,2025-02-04
CUST-10313,Sensitive Skin,Other UK,2025-07-03
CUST-10721,Acne & Blemish,Scotland,2026-05-12
CUST-10138,Anti-Ageing,London,2025-03-26
CUST-10632,Acne & Blemish,North West,2026-03-14
CUST-10487,Anti-Ageing,Other UK,2025-11-23
CUST-10276,,London,2025-06-10
CUST-10396,Sensitive Skin,North West,2025-09-11
CUST-10740,Acne & Blemish,Other UK,2026-05-22
CUST-10130,Anti-Ageing,London,2025-03-21
CUST-10697,Acne & Blemish,London,2026-04-26
CUST-10215,Acne & Blemish,South East,2025-05-06
CUST-10275,Anti-Ageing,London,2025-06-09
CUST-10013,Acne & Blemish,North West,2025-01-06
CUST-10633,Acne & Blemish,Other UK,2026-03-16
CUST-10235,Acne & Blemish,London,2025-05-17
CUST-10478,Acne & Blemish,South East,2025-11-14
CUST-10473,Acne & Blemish,South East,2025-11-11
CUST-10188,Anti-Ageing,South East,2025-04-23
CUST-10239,Anti-Ageing,Other UK,2025-05-19
CUST-10734,Acne & Blemish,South East,2026-05-17
CUST-10418,Sensitive Skin,Other UK,2025-09-28
CUST-10348,Hydration & Glow,Scotland,2025-08-03
CUST-10630,Hydration & Glow,South East,2026-03-13
CUST-10761,Acne & Blemish,London,2026-06-03
CUST-10242,Anti-Ageing,Scotland,2025-05-20
CUST-10763,Acne & Blemish,London,2026-06-05
CUST-10297,Anti-Ageing,London,2025-06-21
CUST-10572,Anti-Ageing,North West,2026-01-25
CUST-10437,Hydration & Glow,South East,2025-10-10
CUST-10535,Sensitive Skin,South East,2025-12-15
CUST-10578,Acne & Blemish,Scotland,2026-01-31
CUST-10126,Acne & Blemish,North West,2025-03-18
CUST-10764,Acne & Blemish,South East,2026-06-05
CUST-10057,Acne & Blemish,London ,2025-02-09
CUST-10502,Sensitive Skin,London,2025-11-29
CUST-10639,Acne & Blemish,North West,2026-03-19
CUST-10349,Hydration & Glow,London,2025-08-03
CUST-10383,Sensitive Skin,London,2025-08-29
