order_id,customer_id,order_date,channel,device,region,segment,product_category,quantity,gross_revenue,discount_amount,net_revenue,is_new_customer
ORD-100246,CUST-10218,08/05/2025,Direct,Desktop,Scotland,Anti-Ageing,Moisturiser,2,66.23,0.0,66.23,True
ORD-100414,CUST-10345,2025-07-29,Organic Search,Desktop,North West,Acne & Blemish,Cleanser,1,28.86,0.0,28.86,True
ORD-100303,CUST-10150,2025-05-30,Google_Search,Mobile,Other UK,Hydration & Glow,Moisturiser,1,26.29,0.0,26.29,False
ORD-100791,CUST-10595,2026-02-14,GOOGLE SEARCH,Mobile,London,Acne & Blemish,Mask,1,28.01,2.8,25.21,True
ORD-100019,CUST-10019,11/01/2025,Google Search,Tablet,London,Hydration & Glow,Mask,1,34.36,0.0,34.36,True
ORD-100223,CUST-10200,01/05/2025,Email,Mobile,South East,Hydration & Glow,Cleanser,2,50.72,0.0,50.72,True
ORD-100917,CUST-10141,2026-04-17,Google Shopping,Mobile,South East,Sensitive Skin,Cleanser,1,34.75,0.0,34.75,False
ORD-100251,CUST-10082,2025-05-11,Google_Shopping,Tablet,South East,Anti-Ageing,Set/Bundle,2,74.97,0.0,74.97,False
ORD-100065,CUST-10063,12/02/2025,Google Shopping,Tablet,South East,Acne & Blemish,Serum,1,23.79,0.0,23.79,True
ORD-101082,CUST-10786,2026-06-21,Email,Mobile,London,Sensitive Skin,Mask,1,38.28,0.0,38.28,True
ORD-100266,CUST-10233,17/05/2025,Google Search,Tablet,South East,Hydration & Glow,Cleanser,2,54.8,0.0,54.8,True
ORD-100664,CUST-10514,02/12/2025,Email,Desktop,Other UK,Acne & Blemish,Mask,1,23.84,4.25,19.59,True
ORD-100308,CUST-10262,2025-05-31,Google Search,Desktop,South East,Acne & Blemish,SPF,1,23.95,2.4,21.55,True
ORD-100596,CUST-10472,2025-11-10,Email,Mobile,London,Anti-Ageing,Serum,2,58.44,5.84,52.6,True
ORD-100405,CUST-10340,2025-07-25,Google Search,Tablet,London,Anti-Ageing,Moisturiser,1,37.39,0.0,37.39,True
ORD-100926,CUST-10197,2026-04-19,Email,Mobile,London,Sensitive Skin,SPF,1,35.16,0.0,35.16,False
ORD-100946,CUST-10700,2026-04-28,email,Tablet,Scotland,Acne & Blemish,Set/Bundle,3,48.08,0.0,48.08,True
ORD-100910,CUST-10201,2026-04-15,Affiliate,Mobile,London,Hydration & Glow,Mask,1,31.27,0.0,31.27,False
ORD-101038,CUST-10757,01/06/2026,Email,Mobile,South East,Acne & Blemish,Moisturiser,1,29.69,2.97,26.72,True
ORD-100730,CUST-10555,2026-01-04,Email,Desktop,North West,Acne & Blemish,Cleanser,1,26.33,0.0,26.33,True
ORD-100679,CUST-10520,2025-12-08,Google Search,Mobile,South East,Hydration & Glow,Mask,1,26.58,4.71,21.87,True
ORD-100075,CUST-10073,2025-02-16,Google_Search,Mobile,South East,Acne & Blemish,Serum,1,25.95,0.0,25.95,True
ORD-100825,CUST-10619,2026-03-05,Google Search,Tablet,South East,Acne & Blemish,Moisturiser,2,33.01,0.0,33.01,True
ORD-100803,CUST-10451,2026-02-19,Organic Search,Desktop,North West,Anti-Ageing,Moisturiser,3,79.48,0.0,79.48,False
ORD-100148,CUST-10141,2025-03-27,(direct),Desktop,South East,Sensitive Skin,Cleanser,1,34.7,0.0,34.7,True
ORD-100600,CUST-10181,12/11/2025,Meta Ads,Desktop,North West,Anti-Ageing,Moisturiser,2,71.76,0.0,71.76,False
ORD-100142,CUST-10135,2025-03-24,GOOGLE SEARCH,Desktop,South East,Hydration & Glow,Moisturiser,1,31.21,0.0,31.21,True
ORD-100333,CUST-10284,2025-06-17,Google Search,Tablet,South East,Hydration & Glow,Moisturiser,1,30.69,0.0,30.69,True
ORD-100287,CUST-10228,23/05/2025,Direct,Mobile,Other UK,Anti-Ageing,Serum,1,42.66,0.0,42.66,False
ORD-100988,CUST-10730,2026-05-16,Google Search,Desktop,South East,Acne & Blemish,Serum,3,53.09,0.0,53.09,True
ORD-100255,CUST-10225,13/05/2025,Meta Ads,Desktop,South East,Acne & Blemish,Mask,2,39.11,0.0,39.11,True
ORD-101009,CUST-10740,2026-05-22,Google Search,Desktop,Other UK,Acne & Blemish,SPF,1,25.98,0.0,25.98,True
ORD-100797,CUST-10017,17/02/2026,Google Shopping,Desktop,London,Sensitive Skin,SPF,1,37.62,0.0,37.62,False
ORD-101017,CUST-10643,2026-05-25,Meta_Ads,Mobile,Other UK,Anti-Ageing,Serum,2,55.47,0.0,55.47,False
ORD-100250,CUST-10221,10/05/2025,Google Shopping,Desktop,South East,Sensitive Skin,Set/Bundle,1,36.36,0.0,36.36,True
ORD-100986,CUST-10728,2026-05-15,Google Shopping,Desktop,London,Anti-Ageing,Serum,2,69.74,6.97,62.77,True
ORD-100924,CUST-10686,2026-04-19,Meta Ads,Mobile,South East,Sensitive Skin,SPF,1,38.95,0.0,38.95,True
ORD-100904,CUST-10177,12/04/2026,Meta Ads,Mobile,Other UK,Sensitive Skin,Set/Bundle,3,88.71,0.0,88.71,False
ORD-100036,CUST-10035,2025-01-24,Organic Search,Mobile,North West,Anti-Ageing,Moisturiser,2,66.53,0.0,66.53,True
ORD-100051,CUST-10049,2025-02-04,Google  Search,Tablet,London,Anti-Ageing,Mask,1,51.22,0.0,51.22,True
ORD-100741,CUST-10282,2026-01-10,Meta Ads,Desktop,Scotland,Anti-Ageing,Moisturiser,1,35.11,0.0,35.11,False
ORD-100102,CUST-10100,2025-03-02,SEO,Mobile,North West,Anti-Ageing,Cleanser,2,65.81,0.0,65.81,True
ORD-100074,CUST-10072,2025-02-15,Meta Ads,Tablet,Scotland,Anti-Ageing,Cleanser,2,73.27,0.0,73.27,True
ORD-100126,CUST-10122,2025-03-16,Email,Mobile,Scotland,Anti-Ageing,Mask,1,56.48,5.65,50.83,True
ORD-100753,CUST-10568,2026-01-17,FB/IG Ads,Mobile,Other UK,Sensitive Skin,SPF,2,63.92,0.0,63.92,True
ORD-100409,CUST-10124,2025-07-27,Google Shopping,Desktop,London,Anti-Ageing,Serum,1,39.21,3.92,35.29,False
ORD-100585,CUST-10465,2025-11-06,Meta Ads,Mobile,South East,Anti-Ageing,Moisturiser,3,94.88,0.0,94.88,True
ORD-100219,CUST-10196,2025-04-30,Google Search,Desktop,South East,Sensitive Skin,Mask,1,34.36,0.0,34.36,True
ORD-100688,CUST-10525,12/12/2025,Direct,Desktop,London,Hydration & Glow,Mask,3,60.78,11.13,49.65,True
ORD-100846,CUST-10633,2026-03-16,(direct),Desktop,Other UK,Acne & Blemish,SPF,1,28.19,0.0,28.19,True
ORD-100790,CUST-10493,14/02/2026,Google Search,Mobile,London,Sensitive Skin,Moisturiser,1,39.95,0.0,39.95,False
ORD-100849,CUST-10636,2026-03-18,Google Shopping,Mobile,South East,Hydration & Glow,Moisturiser,2,50.41,5.04,45.37,True
ORD-100530,CUST-10428,06/10/2025,Google Shopping,Desktop,South East,Acne & Blemish,Cleanser,1,26.19,0.0,26.19,True
ORD-100740,CUST-10563,10/01/2026,Google Search,Mobile,London,Sensitive Skin,Mask,3,61.21,0.0,61.21,True
ORD-100480,CUST-10393,2025-09-08,Email,Mobile,South East,Acne & Blemish,Mask,1,31.01,0.0,31.01,True
ORD-100061,CUST-10059,2025-02-10,Email,Desktop,London,Acne & Blemish,SPF,2,39.4,3.94,35.46,True
ORD-100807,CUST-10605,24/02/2026,Meta_Ads,Desktop,London,Acne & Blemish,Cleanser,2,40.77,0.0,40.77,True
ORD-100630,CUST-10476,26/11/2025,Direct,Desktop,South East,Hydration & Glow,Moisturiser,1,26.63,8.45,18.18,False
ORD-100656,CUST-10507,2025-11-30,DIRECT,Mobile,South East,Anti-Ageing,Serum,2,51.95,17.28,34.67,True
ORD-100375,CUST-10319,05/07/2025,Organic Search,Desktop,London,Hydration & Glow,Mask,1,27.4,0.0,27.4,True
ORD-100612,CUST-10482,2025-11-16,Organic Search,Desktop,Other UK,Sensitive Skin,Mask,1,33.94,0.0,33.94,True
ORD-100293,CUST-10160,26/05/2025,Affiliate,Desktop,Scotland,Anti-Ageing,Serum,1,44.29,0.0,44.29,False
ORD-100366,CUST-10119,01/07/2025,FB/IG Ads,Mobile,London,Sensitive Skin,Cleanser,1,37.43,0.0,37.43,False
ORD-101018,CUST-10430,25/05/2026,Organic Search,Desktop,South East,Acne & Blemish,Moisturiser,2,35.48,3.55,31.93,False
ORD-100624,CUST-10489,2025-11-24,Google  Search,Mobile,South East,Hydration & Glow,Mask,2,54.34,16.43,37.91,True
ORD-100617,CUST-10211,2025-11-20,Organic Search,Desktop,South East,Anti-Ageing,Moisturiser,1,37.01,0.0,37.01,False
ORD-101063,CUST-10185,10/06/2026,Affiliate,Mobile,Scotland,Anti-Ageing,Serum,1,42.05,0.0,42.05,False
ORD-100915,CUST-10681,2026-04-16,Organic Search,Mobile,London,Hydration & Glow,Serum,2,48.79,0.0,48.79,True
ORD-100758,CUST-10572,2026-01-25,DIRECT,Mobile,North West,Anti-Ageing,Cleanser,1,37.34,0.0,37.34,True
ORD-100954,CUST-10707,2026-05-04,Google Search,Desktop,Other UK,Acne & Blemish,Mask,1,31.51,0.0,31.51,True
ORD-100675,CUST-10128,2025-12-06,Direct,Mobile,London,Hydration & Glow,Moisturiser,2,36.61,5.14,31.47,False
ORD-100277,CUST-10242,2025-05-20,Email,Tablet,Scotland,Anti-Ageing,Moisturiser,1,43.4,0.0,43.4,True
ORD-100071,CUST-10069,2025-02-14,Google Search,Mobile,Other UK,Hydration & Glow,SPF,1,27.57,0.0,27.57,True
ORD-100346,CUST-10296,21/06/2025,Meta Ads,Mobile,South East,Hydration & Glow,Serum,1,32.98,0.0,32.98,True
ORD-100422,CUST-10350,03/08/2025,Organic_Search,Mobile,South East,Anti-Ageing,Cleanser,3,97.69,9.77,87.92,True
ORD-100510,CUST-10414,2025-09-24,Facebook/Instagram Ads,Mobile,South East,Hydration & Glow,Serum,1,30.33,0.0,30.33,True
ORD-100769,CUST-10580,2026-02-04,Meta Ads,Mobile,South East,Acne & Blemish,Moisturiser,1,27.62,2.76,24.86,True
ORD-100236,CUST-10027,2025-05-04,Google Search,Mobile,Other UK,Acne & Blemish,SPF,1,22.31,0.0,22.31,False
ORD-100044,CUST-10043,01/02/2025,Affiliate,Mobile,Scotland,Acne & Blemish,SPF,2,42.93,0.0,42.93,True
ORD-100547,CUST-10375,2025-10-14,Email Marketing,Desktop,London,Sensitive Skin,SPF,2,59.74,5.97,53.77,False
ORD-100478,CUST-10392,2025-09-08,Google Search,Desktop,Other UK,Hydration & Glow,Mask,1,30.83,0.0,30.83,True
ORD-100785,CUST-10593,12/02/2026,Affiliate,Desktop,London,Anti-Ageing,SPF,3,86.8,0.0,86.8,True
ORD-100181,CUST-10167,11/04/2025,Email,Mobile,South East,Anti-Ageing,Cleanser,1,46.84,4.68,42.16,True
ORD-100127,CUST-10123,17/03/2025,email,Desktop,South East,Anti-Ageing,Serum,1,34.41,0.0,34.41,True
ORD-100859,CUST-10117,2026-03-22,Organic Search,Tablet,South East,Anti-Ageing,Moisturiser,1,40.07,0.0,40.07,False
ORD-100856,CUST-10642,2026-03-20,Direct,Desktop,North West,Anti-Ageing,Cleanser,1,31.91,3.19,28.72,True
ORD-100294,CUST-10253,2025-05-26,Google_Search,Mobile,South East,Hydration & Glow,Cleanser,1,28.22,0.0,28.22,True
ORD-100525,CUST-10426,2025-10-02,Google Shopping,Desktop,South East,Acne & Blemish,Set/Bundle,1,26.77,2.68,24.09,True
ORD-100254,CUST-10224,2025-05-12,Direct,Tablet,South East,Anti-Ageing,Serum,1,43.97,0.0,43.97,True
ORD-100443,CUST-10365,2025-08-16,Organic_Search,Desktop,London,Hydration & Glow,Cleanser,1,27.27,0.0,27.27,True
ORD-100549,CUST-10111,2025-10-15,Google Search,Desktop,North West,Acne & Blemish,Mask,1,26.89,0.0,26.89,False
ORD-100345,CUST-10295,2025-06-20,Google Search,Mobile,Scotland,Hydration & Glow,Serum,3,80.79,0.0,80.79,True
ORD-100489,CUST-10400,13/09/2025,AFFILIATE,Mobile,South East,Hydration & Glow,Moisturiser,2,52.06,0.0,52.06,True
ORD-100128,CUST-10124,2025-03-17,Email,Mobile,London,Anti-Ageing,Serum,3,75.5,0.0,75.5,True
ORD-100805,CUST-10144,2026-02-23,Google Search,Mobile,South East,Hydration & Glow,Moisturiser,2,43.24,0.0,43.24,False
ORD-100166,CUST-10154,2025-04-06,Organic Search,Mobile,North West,Acne & Blemish,Serum,3,38.18,0.0,38.18,True
ORD-100306,CUST-10260,2025-05-31,Direct,Mobile,North West,Acne & Blemish  ,SPF,1,22.61,0.0,22.61,True
ORD-100341,CUST-10291,19/06/2025,Google Shopping,Desktop,London,Anti-Ageing,Set/Bundle,2,51.52,0.0,51.52,True
ORD-100955,CUST-10418,04/05/2026,meta ads,Desktop,Other UK,Sensitive Skin,Moisturiser,1,34.6,0.0,34.6,False
ORD-100209,CUST-10191,24/04/2025,Google Search,Mobile,South East,Acne & Blemish,SPF,1,22.36,0.0,22.36,True
ORD-100992,CUST-10320,17/05/2026,google search,Tablet,North West,Sensitive Skin,SPF,2,48.55,0.0,48.55,False
ORD-100960,CUST-10711,2026-05-05,Google Search,Mobile,South East,Hydration & Glow,Serum,1,35.56,3.56,32.0,True
ORD-100935,CUST-10692,2026-04-23,Email,Desktop,South East,Sensitive Skin,Cleanser,1,36.25,0.0,36.25,True
ORD-100145,CUST-10138,26/03/2025,EMAIL,Mobile,London,Anti-Ageing,Serum,2,75.17,0.0,75.17,True
ORD-100125,CUST-10121,15/03/2025,Organic Search,Mobile,London,Anti-Ageing,Mask,1,51.06,0.0,51.06,True
ORD-100031,CUST-10030,2025-01-19,Google Search,Desktop,London,Hydration & Glow,SPF,1,34.67,0.0,34.67,True
ORD-100890,CUST-10563,2026-04-03,Email,Desktop,London,Sensitive Skin,SPF,1,33.97,0.0,33.97,False
ORD-100146,CUST-10139,2025-03-27,Affiliate,Mobile,London,Anti-Ageing,Serum,1,41.41,0.0,41.41,True
ORD-100473,,2025-09-04,Organic Search,Mobile,London,Acne & Blemish,SPF,3,55.52,0.0,55.52,True
ORD-101006,CUST-10185,2026-05-21,Google Shopping,Desktop,Scotland,Anti-Ageing,Serum,1,46.68,0.0,46.68,False
ORD-101011,CUST-10741,2026-05-22,Organic Search,Mobile,South East,Acne & Blemish,SPF,1,24.7,2.47,22.23,True
ORD-100971,CUST-10246,2026-05-10,Google Search,Mobile,South East,Hydration & Glow,Mask,1,24.43,2.44,21.99,False
ORD-100247,CUST-10219,2025-05-09,google shopping,Desktop,Scotland,Hydration & Glow,Mask,1,25.96,0.0,25.96,True
ORD-100802,CUST-10090,2026-02-19,Google Search,Tablet,Other UK,Hydration & Glow,Moisturiser,2,57.2,0.0,57.2,False
ORD-100023,CUST-10023,12/01/2025,Meta Ads,Desktop,South East,Sensitive Skin,Cleanser,1,28.79,0.0,28.79,True
ORD-100638,CUST-10183,27/11/2025,email,Desktop,North West,Anti-Ageing,Moisturiser,2,73.18,20.48,52.7,False
ORD-100108,CUST-10105,06/03/2025,Google Search,Desktop,North West,Hydration & Glow,Moisturiser,1,30.31,0.0,30.31,True
ORD-100234,CUST-10210,03/05/2025,Google Search,Mobile,North West,Acne & Blemish,Cleanser,2,42.28,0.0,42.28,True
ORD-100732,CUST-10557,2026-01-05,Affiliate,Mobile,Other UK,Anti-Ageing,Serum,1,33.48,3.35,30.13,True
ORD-100639,CUST-10279,2025-11-27,Direct,Mobile,South East,Anti-Ageing,Serum,1,41.33,9.81,31.52,False
ORD-100158,CUST-10008,2025-04-02,EMAIL,Desktop,North West,Hydration & Glow,Moisturiser,1,27.32,0.0,27.32,False
ORD-100604,CUST-10477,2025-11-13,Google Search,Desktop,North West,Hydration & Glow,Moisturiser,1,35.41,0.0,35.41,True
ORD-100977,CUST-10722,12/05/2026,Google Shopping,Desktop,North West,Acne & Blemish,Cleanser,2,39.2,0.0,39.2,True
ORD-100331,CUST-10282,16/06/2025,Direct,Desktop,Scotland,Anti-Ageing,Cleanser,1,41.27,4.13,37.14,True
ORD-100893,CUST-10371,2026-04-04,EMAIL,Desktop,London,Hydration & Glow,SPF,1,31.67,3.17,28.5,False
ORD-100319,CUST-10272,2025-06-08,Direct,Mobile,South East,Anti-Ageing,Mask,1,41.51,0.0,41.51,True
ORD-101103,CUST-10068,2026-06-28,Email,Desktop,South East,Hydration & Glow,Serum,1,31.33,0.0,31.33,False
ORD-100067,CUST-10065,2025-02-14,Direct,Mobile,Other UK,Hydration & Glow,Mask,1,24.99,0.0,24.99,True
ORD-100721,CUST-10466,2025-12-31,Google Shopping,Mobile,London,Acne & Blemish,Cleanser,1,29.8,0.0,29.8,False
ORD-100875,CUST-10203,2026-03-26,Organic Search,Tablet,Other UK,Hydration & Glow,Moisturiser,1,36.62,0.0,36.62,False
ORD-100978,CUST-10375,2026-05-13,GOOGLE SHOPPING,Mobile,London,Sensitive Skin,SPF,2,52.63,0.0,52.63,False
ORD-101068,CUST-10777,2026-06-13,SEO,Desktop,Scotland,Sensitive Skin,SPF,2,59.76,5.98,53.78,True
ORD-100385,,2025-07-12,Google Search,Desktop,North West,Sensitive Skin,Cleanser,1,31.98,0.0,31.98,True
ORD-100781,CUST-10296,2026-02-10,Meta Ads,Desktop,South East,Hydration & Glow,Set/Bundle,1,31.57,0.0,31.57,False
ORD-100218,CUST-10061,2025-04-29,Email,Mobile,South East,Anti-Ageing,Moisturiser,3,80.97,0.0,80.97,False
ORD-100131,CUST-10103,2025-03-19,Organic_Search,Mobile,Scotland,Acne & Blemish,Cleanser,2,43.46,0.0,43.46,False
ORD-100329,CUST-10281,2025-06-15,Google  Search,Mobile,London,Acne & Blemish,Cleanser,1,25.84,0.0,25.84,True
ORD-100080,CUST-10078,2025-02-17,Email,Mobile,London,Anti-Ageing,Serum,3,84.18,0.0,84.18,True
ORD-100901,CUST-10674,2026-04-10,Google Search,Tablet,North West,Anti-Ageing,Serum,2,58.56,0.0,58.56,True
ORD-100934,CUST-10562,2026-04-23,Google Shopping,Desktop,London,Sensitive Skin,SPF,1,28.94,0.0,28.94,False
ORD-100307,CUST-10261,31/05/2025,Google Shopping,Mobile,London,Acne & Blemish,Mask,1,32.55,0.0,32.55,True
ORD-100569,CUST-10453,2025-10-29,Organic_Search,Desktop,South East,Anti-Ageing,Mask,2,52.46,0.0,52.46,True
ORD-100811,CUST-10319,27/02/2026,Email,Mobile,London,Hydration & Glow,Cleanser,1,22.79,0.0,22.79,False
ORD-100197,CUST-10181,2025-04-20,Affiliate,Desktop,North West,Anti-Ageing,SPF,1,45.52,4.55,40.97,True
ORD-100154,CUST-10146,2025-03-31,Meta Ads,Desktop,South East,Acne & Blemish,Cleanser,2,45.78,0.0,45.78,True
ORD-100990,CUST-10732,2026-05-16,Meta_Ads,Tablet,Other UK,Acne & Blemish,Cleanser,1,22.56,0.0,22.56,True
ORD-100470,CUST-10386,2025-09-01,Email,Desktop,Other UK,Acne & Blemish,Serum,1,28.88,0.0,28.88,True
ORD-100554,CUST-10444,2025-10-17,Google Shopping,Desktop,London,Acne & Blemish,Mask,1,20.79,0.0,20.79,True
ORD-100566,CUST-10440,2025-10-28,Google Shopping,Tablet,Other UK,Sensitive Skin,Cleanser,3,73.59,0.0,73.59,False
ORD-100994,CUST-10735,17/05/2026,Google Search,Mobile,London,Hydration & Glow,Set/Bundle,1,32.24,0.0,32.24,True
ORD-100882,CUST-10661,2026-03-31,Google Shopping,Desktop,North West,Anti-Ageing,Serum,1,50.02,0.0,50.02,True
ORD-100398,CUST-10309,18/07/2025,Email,Mobile,Other UK,Acne & Blemish,Cleanser,1,22.59,0.0,22.59,False
ORD-100794,CUST-10250,15/02/2026,google search,Mobile,North West,Acne & Blemish,Set/Bundle,1,29.18,0.0,29.18,False
ORD-100519,CUST-10182,2025-09-29,Google Search,Mobile,London,Acne & Blemish,Serum,1,25.08,0.0,25.08,False
ORD-100170,CUST-10157,2025-04-07,Google Search,Mobile,South East,Anti-Ageing,Mask,1,42.86,0.0,42.86,True
ORD-100186,CUST-10172,2025-04-14,Organic Search,Mobile,South East,Acne & Blemish,Set/Bundle,2,35.79,0.0,35.79,True
ORD-100364,CUST-10310,2025-06-30,Organic Search,Mobile,Scotland,Hydration & Glow,Serum,2,51.65,5.16,46.49,True
ORD-100428,CUST-10355,08/08/2025,google search,Tablet,South East,Anti-Ageing,Serum,1,42.34,0.0,42.34,True
ORD-100876,CUST-10655,2026-03-26,Email,Mobile,North West,Hydration & Glow,Set/Bundle,1,35.4,3.54,31.86,True
ORD-100653,CUST-10504,30/11/2025,GOOGLE SHOPPING,Desktop,Scotland,Sensitive Skin,Moisturiser,1,36.37,8.06,28.31,True
ORD-100887,CUST-10664,2026-04-02,Facebook/Instagram Ads,Mobile,Other UK,Hydration & Glow,Serum,1,25.61,0.0,25.61,True
ORD-100737,CUST-10561,2026-01-08,Organic Search,Mobile,London,Sensitive Skin,SPF,2,52.87,0.0,52.87,True
ORD-100746,CUST-10565,2026-01-13,Google Search,Desktop,Scotland,Acne & Blemish,Moisturiser,1,31.17,0.0,31.17,True
ORD-100545,CUST-10439,2025-10-12,google search,Desktop,London,Anti-Ageing,Moisturiser,1,46.6,0.0,46.6,True
ORD-100959,CUST-10710,2026-05-04,Direct,Desktop,South East,Acne & Blemish,Serum,1,25.81,2.58,23.23,True
ORD-100058,CUST-10056,08/02/2025,Affiliate,Mobile,Other UK,Hydration & Glow,Set/Bundle,1,32.32,0.0,32.32,True
ORD-100751,CUST-10037,2026-01-16,Google Search,Mobile,Scotland,Anti-Ageing,Moisturiser,3,68.19,0.0,68.19,False
ORD-101100,CUST-10802,2026-06-26,Google Shopping,Desktop,South East,Acne & Blemish,Set/Bundle,1,31.76,0.0,31.76,True
ORD-100289,CUST-10062,2025-05-24,Organic Search,Mobile,Other UK,Anti-Ageing,Moisturiser,1,39.65,0.0,39.65,False
ORD-100227,CUST-10204,2025-05-01,Meta Ads,Desktop,London,Acne & Blemish,Set/Bundle,1,26.62,0.0,26.62,True
ORD-100659,CUST-10509,01/12/2025,Google Shopping,Mobile,London,Sensitive Skin,Moisturiser,1,42.31,7.16,35.15,True
ORD-100558,CUST-10447,2025-10-20,Email,Desktop,North West,Anti-Ageing,Serum,1,40.16,0.0,40.16,True
ORD-100783,CUST-10591,2026-02-10,Direct,Mobile,London,Acne & Blemish,Cleanser,1,26.85,0.0,26.85,True
ORD-100873,CUST-10045,26/03/2026,Google Search,Mobile,Other UK,Acne & Blemish,Serum,3,50.38,5.04,45.34,False
ORD-101016,CUST-10121,2026-05-25,Meta Ads,Desktop,London,Anti-Ageing,Moisturiser,2,69.07,0.0,69.07,False
ORD-100033,CUST-10032,23/01/2025,Meta Ads,Desktop,North West,Anti-Ageing,Serum,1,45.62,0.0,45.62,True
ORD-100393,CUST-10334,2025-07-16,Direct,Desktop,Other UK,Acne & Blemish,Cleanser,1,29.27,2.93,26.34,True
ORD-100712,CUST-10542,2025-12-24,Email,Desktop,South East,Sensitive Skin,Moisturiser,1,35.95,3.66,32.29,True
ORD-100958,CUST-10051,2026-05-04,Email,Tablet,South East,Acne & Blemish,SPF,2,43.13,0.0,43.13,False
ORD-100084,CUST-10082,21/02/2025,Organic Search,Mobile,South East,Anti-Ageing,Set/Bundle,1,30.28,3.03,27.25,True
ORD-100521,CUST-10422,30/09/2025,Facebook/Instagram Ads,Mobile,London,Anti-Ageing,Cleanser,1,50.0,0.0,50.0,True
ORD-100177,CUST-10164,2025-04-11,Meta Ads,Desktop,Other UK,Sensitive Skin,Mask,1,30.81,0.0,30.81,True
ORD-100090,CUST-10088,24/02/2025,Affiliate,Desktop,London,Acne & Blemish,Cleanser,2,26.92,0.0,26.92,True
ORD-100636,CUST-10160,27/11/2025,Google Shopping,Desktop,Scotland,Anti-Ageing,SPF,2,62.37,14.27,48.1,False
ORD-100761,CUST-10575,2026-01-29,Organic Search,Desktop,Scotland,Acne & Blemish,Set/Bundle,1,23.29,0.0,23.29,True
ORD-100440,CUST-10363,2025-08-15,Google Search,Desktop,Other UK,Hydration & Glow,Cleanser,2,49.88,0.0,49.88,True
ORD-101061,CUST-10772,2026-06-09,Meta Ads,Tablet,Scotland,Anti-Ageing,Serum,3,69.16,0.0,69.16,True
ORD-100948,CUST-10702,2026-04-29,SEO,Mobile,Scotland,Acne & Blemish,SPF,1,22.15,0.0,22.15,True
ORD-100524,CUST-10425,2025-10-01,Direct,Mobile,South East,Acne & Blemish,Moisturiser,2,38.18,0.0,38.18,True
ORD-100531,CUST-10429,2025-10-06,Affiliate,Desktop,London,Hydration & Glow,Cleanser,1,31.77,0.0,31.77,True
ORD-100895,CUST-10668,2026-04-07,organic search,Desktop,Scotland,Acne & Blemish,Serum,1,31.01,0.0,31.01,True
ORD-100696,CUST-10531,2025-12-14,Email,Mobile,South East,Anti-Ageing,Mask,1,55.71,5.66,50.05,True
ORD-100889,CUST-10665,2026-04-03,Email,Desktop,London,Acne & Blemish  ,Cleanser,2,46.64,4.66,41.98,True
ORD-100225,CUST-10202,01/05/2025,email,Desktop,Other UK,Anti-Ageing,SPF,1,45.7,4.57,41.13,True
ORD-101099,CUST-10801,26/06/2026,Meta Ads,Mobile,South East,Hydration & Glow,Cleanser,1,27.67,0.0,27.67,True
ORD-100231,CUST-10208,2025-05-02,Google Shopping,Mobile,London,Hydration & Glow,Mask,1,31.53,0.0,31.53,True
ORD-100332,CUST-10283,2025-06-17,Google_Search,Desktop,South East,Sensitive Skin,Cleanser,3,75.21,7.52,67.69,True
ORD-101075,CUST-10751,16/06/2026,Email,Mobile,Scotland,Sensitive Skin,Moisturiser,1,32.71,0.0,32.71,False
ORD-100918,CUST-10683,2026-04-17,Email,Tablet,South East,Acne & Blemish,Mask,3,56.7,0.0,56.7,True
ORD-100416,CUST-10050,2025-08-01,Meta Ads,Desktop,North West,Anti-Ageing,Serum,2,61.56,0.0,61.56,False
ORD-100941,CUST-10696,2026-04-25,Meta Ads,Mobile,North West,Hydration & Glow,Set/Bundle,1,35.22,0.0,35.22,True
ORD-100472,CUST-10223,2025-09-04,Meta Ads,Mobile,Other UK,Sensitive Skin,Moisturiser,1,35.74,0.0,35.74,False
ORD-101026,CUST-10231,28/05/2026,Organic_Search,Tablet,North West,Hydration & Glow,Moisturiser,2,43.92,0.0,43.92,False
ORD-100077,CUST-10075,2025-02-16,Meta Ads,Desktop,Scotland,Acne & Blemish,Moisturiser,1,25.92,0.0,25.92,True
ORD-100723,CUST-10550,01/01/2026,email,Mobile,South East,Anti-Ageing,Cleanser,2,76.45,0.0,76.45,True
ORD-100447,CUST-10369,2025-08-19,Organic Search,Tablet,Other UK,Acne & Blemish,Mask,1,22.51,0.0,22.51,True
ORD-100164,CUST-10153,2025-04-05,Google Search,Mobile,North West,Acne & Blemish,Cleanser,1,25.85,0.0,25.85,True
ORD-100693,CUST-10529,2025-12-14,Email,Mobile,London,Acne & Blemish,Mask,3,55.01,9.85,45.16,True
ORD-100094,CUST-10092,2025-02-25,email,Mobile,London,Acne & Blemish,Cleanser,1,21.45,0.0,21.45,True
ORD-100857,CUST-10322,22/03/2026,Google  Search,Mobile,Other UK,Hydration & Glow,Mask,2,57.75,0.0,57.75,False
ORD-100318,CUST-10239,2025-06-07,Email,Tablet,Other UK,Anti-Ageing,Serum,1,52.86,0.0,52.86,False
ORD-101023,CUST-10747,2026-05-28,Meta Ads,Mobile,Scotland,Anti-Ageing,SPF,1,43.57,0.0,43.57,True
ORD-100282,CUST-10053,2025-05-22,Email,Desktop,London,Sensitive Skin,Mask,1,34.14,0.0,34.14,False
ORD-100257,CUST-10227,2025-05-14,Organic Search,Tablet,London,Acne & Blemish,SPF,1,29.74,2.97,26.77,True
