date,channel,device,sessions,add_to_cart,begin_checkout,purchases
2026-05-25,Organic Search,Tablet,1,0,0,0
2025-07-19,Meta Ads,Tablet,0,0,0,0
2025-08-04,Affiliate,Mobile,3,0,0,0
2026-03-30,GOOGLE SHOPPING,Desktop,4,0,0,0
2025-12-19,(direct),Mobile,10,2,1,0
2025-08-21,Meta Ads,Desktop,9,0,0,0
2026-03-01,Google_Shopping,Tablet,2,0,0,0
2025-05-29,SEO,Mobile,3,0,0,0
2026-05-28,Email Marketing,Mobile,10,0,0,0
2025-06-09,Affiliate,Desktop,0,0,0,0
2026-06-28,Direct,Mobile,4,0,0,0
2025-12-03,google search,Mobile,8,0,0,0
2025-05-21,Google Search,Desktop,4,0,0,0
2025-04-21,Email,Mobile,0,0,0,0
2025-10-20,Organic Search,Desktop,7,0,0,0
2026-02-05,GOOGLE SHOPPING,Mobile,9,0,0,0
2025-05-22,Email,Desktop,1,1,1,1
2025-04-28,Direct,Desktop,5,0,0,0
2026-06-30,Email,Mobile,6,0,0,0
2025-09-06,Google Shopping,Tablet,0,0,0,0
2025-08-06,Direct,Desktop,0,0,0,0
2025-01-26,GOOGLE SEARCH,Tablet,2,0,0,0
2025-04-03,Google Search,Mobile,7,1,0,0
2025-07-05,Email Marketing,Desktop,2,1,1,1
2025-12-08,Organic Search,Tablet,1,0,0,0
2025-04-29,Google Search,Desktop,2,0,0,0
2026-01-01,Google Shopping,Desktop,1,0,0,0
2026-05-10,email,Tablet,0,0,0,0
2025-07-25,Google Search,Tablet,2,1,1,1
2025-04-24,Meta Ads,Tablet,1,0,0,0
2026-05-11,meta ads,Tablet,0,0,0,0
2025-07-26,Affiliate ,Mobile,0,0,0,0
2025-11-12,direct,Mobile,1,1,1,0
2025-02-14,Google Shopping,Desktop,3,0,0,0
2026-02-03,Google_Search,Tablet,1,0,0,0
2026-04-25,GOOGLE SEARCH,Mobile,9,0,0,0
2025-04-09,Meta Ads,Desktop,8,0,0,0
2026-03-15,Direct,Mobile,3,0,0,0
2026-02-15,(direct),Tablet,1,0,0,0
2026-01-22,Direct,Mobile,1,0,0,0
2026-02-07,Google Shopping,Mobile,8,0,0,0
2026-03-12,Affiliate,Tablet,0,0,0,0
2025-04-20,google shopping,Mobile,5,0,0,0
2025-08-02,Google Shopping,Desktop,4,0,0,0
2025-03-05,Organic Search,Tablet,1,0,0,0
2025-05-12,Direct,Desktop,0,0,0,0
2026-05-18,(direct),Tablet,0,0,0,0
2025-01-06,Email,Mobile,3,3,3,3
2025-09-30,Affiliate,Tablet,1,0,0,0
2025-07-02,Direct,Mobile,0,0,0,0
2025-06-14,Email,Desktop,2,1,0,0
2026-06-04,Direct,Tablet,1,0,0,0
2025-11-01,direct,Tablet,0,0,0,0
2026-02-21,Organic_Search,Mobile,10,0,0,0
2026-01-05,Google Shopping,Mobile,6,0,0,0
2025-05-25,Google Shopping,Tablet,0,0,0,0
2025-07-26,Google Shopping,Desktop,5,1,0,0
2025-03-10,Direct,Mobile,3,0,0,0
2026-01-24,google search,Mobile,4,0,0,0
2025-08-02,Google Search,Tablet,1,0,0,0
2026-05-26,Affiliate,Tablet,0,0,0,0
2025-05-22,Email,Tablet,0,0,0,0
2026-02-07,Email,Desktop,1,0,0,0
2025-03-14,Email,Tablet,0,0,0,0
2026-02-27,Google Search,Desktop,1,0,0,0
2025-10-11,Affiliate,Desktop,1,0,0,0
2025-01-02,Google Search,Mobile,11,1,1,0
2026-02-27,Affiliate,Mobile,5,1,0,0
2025-10-15,Google  Search,Mobile,9,1,1,0
2025-10-29,Affiliate,Tablet,1,0,0,0
2025-10-16,Google Search,Mobile,8,2,1,1
2025-08-11,Google  Search,Mobile,5,0,0,0
2026-02-17,Google Search,Desktop,2,0,0,0
2026-02-21,Email Marketing,Tablet,0,0,0,0
2026-06-17,Google Search,Tablet,1,0,0,0
2025-01-29,Google Search,Mobile,7,2,1,0
2025-10-30,GOOGLE SHOPPING,Mobile,8,0,0,0
2025-12-13,Organic Search,Mobile,7,1,0,0
2025-05-16,Direct,Desktop,5,0,0,0
2026-05-16,Google Shopping,Mobile,11,0,0,0
2025-06-04,Google  Search,Desktop,3,1,0,0
2026-03-20,GOOGLE SEARCH,Mobile,12,0,0,0
2026-02-04,Affiliate,Mobile,2,0,0,0
2025-07-15,Google Search,Tablet,1,0,0,0
2025-10-31,Affiliate,Tablet,0,0,0,0
2026-02-24,Direct,Desktop,2,0,0,0
2025-11-22,Organic Search,Mobile,7,2,0,0
2025-04-07,Direct,Mobile,5,2,1,0
2025-07-08,Affiliate,Tablet,0,0,0,0
2026-03-19,DIRECT,Mobile,0,0,0,0
2025-09-25,Google_Search,Desktop,5,1,1,1
2025-09-19,Direct,Desktop,1,1,0,0
2025-07-15,Email,Mobile,3,0,0,0
2025-10-13,Email,Mobile,5,0,0,0
2025-10-20,Email,Mobile,2,0,0,0
2025-06-28,Google Search,Desktop,6,0,0,0
2025-08-20,Direct,Tablet,1,0,0,0
2025-01-26,Google Search,Desktop,4,0,0,0
2025-02-03,Affiliate,Desktop,1,1,1,0
2025-04-11,Affiliate,Mobile,3,0,0,0
2026-05-17,Google Search,Desktop,3,0,0,0
2025-01-11,Organic Search,Desktop,1,0,0,0
2026-01-19,Affiliate,Mobile,0,0,0,0
2025-01-28,FB/IG Ads,Tablet,0,0,0,0
2025-08-20,Google Shopping,Mobile,3,0,0,0
2025-08-30,Google Shopping,Desktop,3,0,0,0
2026-05-18,Meta Ads,Mobile,22,0,0,0
2025-09-20,Direct,Tablet,1,0,0,0
2026-05-06,Affiliate,Mobile,1,0,0,0
2026-02-05,Email,Tablet,1,1,0,0
2025-04-07,Direct,Tablet,0,0,0,0
2025-06-04,Organic Search,Tablet,1,0,0,0
2026-02-23,Organic Search,Mobile,2,0,0,0
2025-11-28,Meta Ads,Mobile,29,1,1,0
2025-09-22,direct,Mobile,2,0,0,0
2026-02-20,Direct,Mobile,5,1,0,0
2025-06-05,organic search,Desktop,4,0,0,0
2026-06-23,Google Shopping,Tablet,1,0,0,0
2025-04-11,Email Marketing,Desktop,3,1,1,1
2025-07-10,Meta Ads,Desktop,3,0,0,0
2025-05-27,Direct,Tablet,0,0,0,0
2025-11-06,Google Search,Desktop,7,0,0,0
2025-02-12,Direct,Tablet,0,0,0,0
2025-09-10,direct,Desktop,2,0,0,0
2025-10-16,meta ads,Mobile,16,0,0,0
2025-10-21,GOOGLE SEARCH,Tablet,1,0,0,0
2025-11-25,Email,Desktop,8,2,0,0
2025-12-31,Google Search,Tablet,0,0,0,0
2025-10-29,Meta_Ads,Mobile,15,0,0,0
2025-04-08,Google Search,Tablet,2,0,0,0
2025-07-18,Direct,Tablet,1,0,0,0
2025-04-13,Meta_Ads,Mobile,18,1,1,1
2025-07-24,Email,Desktop,0,0,0,0
2025-12-29,Google Search,Mobile,8,2,1,0
2025-09-20,Google Search,Tablet,1,0,0,0
2025-05-12,Organic Search,Desktop,7,1,0,0
2025-06-13,direct,Desktop,2,0,0,0
2025-12-06,Google_Search,Mobile,9,1,1,1
2025-01-04,Google  Search,Desktop,4,0,0,0
2025-02-20,FB/IG Ads,Mobile,18,0,0,0
2025-03-26,Organic Search,Tablet,0,0,0,0
2025-10-09,Organic Search,Tablet,0,0,0,0
2025-01-29,Facebook/Instagram Ads,Tablet,0,0,0,0
2026-03-14,Direct,Desktop,2,0,0,0
2026-05-21,Meta Ads,Desktop,11,0,0,0
2025-04-14,Google Search,Mobile,11,0,0,0
2025-01-24,Google Search,Desktop,3,0,0,0
2026-05-05,Direct,Mobile,8,1,1,0
2025-01-27,Organic Search,Desktop,2,0,0,0
2025-05-04,google search,Desktop,6,1,0,0
2025-04-16,Google Search,Desktop,6,0,0,0
2025-01-15,Affiliate ,Mobile,2,1,0,0
2026-02-16,SEO,Desktop,7,1,1,1
2026-02-07,Meta_Ads,Desktop,4,0,0,0
2026-03-27,Email,Desktop,4,0,0,0
2026-05-30,Organic Search,Mobile,16,1,1,0
2025-02-17,Email Marketing,Tablet,2,0,0,0
2025-06-23,Google Search,Desktop,6,0,0,0
2026-02-09,Organic Search,Desktop,5,0,0,0
2026-01-01,Email,Desktop,0,0,0,0
2025-08-17,Email Marketing,Mobile,5,1,1,0
2026-02-26,SEO,Tablet,1,0,0,0
2026-04-01,FB/IG Ads,Tablet,4,0,0,0
2026-05-20,Google Shopping,Mobile,9,0,0,0
2025-06-06,Email,Tablet,1,0,0,0
2025-02-13,Google Shopping,Desktop,2,0,0,0
2025-01-16,Affiliate,Desktop,0,0,0,0
2025-06-16,Meta Ads,Mobile,19,1,0,0
2025-12-19,Google Search,Tablet,4,0,0,0
2026-03-22,Affiliate,Mobile,0,0,0,0
2025-12-07,Google Shopping,Tablet,3,0,0,0
2025-09-21,Direct,Tablet,2,0,0,0
2026-03-15,Email,Desktop,1,0,0,0
2025-07-14,Google Search,Tablet,1,0,0,0
2025-03-10,Google Search,Desktop,4,1,1,1
2025-02-22,GOOGLE SHOPPING,Desktop,5,0,0,0
2025-03-09,Direct,Tablet,1,0,0,0
2025-03-30,Affiliate ,Mobile,1,1,1,0
2026-06-16,Direct,Mobile,4,2,1,1
2026-05-02,Google Search,Mobile,9,3,1,0
2025-11-17,Organic Search,Desktop,5,1,0,0
2025-04-29,Direct,Mobile,4,1,1,0
2026-04-14,Email,Tablet,1,0,0,0
2025-09-06,Email,Tablet,0,0,0,0
2026-04-18,SEO,Desktop,9,0,0,0
2025-06-01,DIRECT,Desktop,1,0,0,0
2026-06-18,GOOGLE SHOPPING,Tablet,1,0,0,0
2026-02-11,Organic Search,Mobile,6,0,0,0
2026-01-11,Email Marketing,Mobile,6,0,0,0
2026-03-31,Meta Ads,Desktop,8,1,1,0
2025-08-30,AFFILIATE,Mobile,4,0,0,0
2026-05-18,Organic Search,Tablet,2,1,1,0
2025-09-15,Direct,Mobile,4,0,0,0
2026-05-12,Meta Ads,Desktop,9,0,0,0
2026-02-02,Organic Search,Desktop,5,0,0,0
2025-10-22,Direct,Desktop,4,0,0,0
2025-06-26,Google Search,Tablet,2,0,0,0
2026-01-03,Email,Desktop,0,0,0,0
2025-04-14,SEO,Tablet,1,1,1,0
2025-01-11,Google  Search,Tablet,2,1,1,1
2025-08-27,(direct),Mobile,2,0,0,0
2025-02-09,Organic Search,Tablet,0,0,0,0
2025-08-26,AFFILIATE,Mobile,2,0,0,0
2025-12-25,Google_Shopping,Mobile,4,1,0,0
2025-08-23,Google_Shopping,Mobile,6,1,1,0
2025-08-08,Direct,Desktop,3,0,0,0
2025-04-09,Organic_Search,Tablet,0,0,0,0
2025-08-29,Meta Ads,Desktop,9,1,1,1
2025-12-09,Meta Ads,Desktop,12,0,0,0
2025-07-16,Affiliate,Mobile,2,1,0,0
2025-08-13,Email,Tablet,1,0,0,0
2025-06-08,Direct,Tablet,1,0,0,0
2025-11-11,Google_Shopping,Desktop,1,0,0,0
2025-05-29,Google Shopping,Desktop,4,0,0,0
2026-02-22,Affiliate,Tablet,1,0,0,0
2025-07-10,Google Shopping,Mobile,6,0,0,0
2025-03-26,Organic Search,Desktop,4,0,0,0
2025-01-13,Organic Search,Tablet,0,0,0,0
2026-04-22,Meta Ads,Mobile,24,1,1,0
2026-03-21,Meta Ads,Tablet,4,0,0,0
2025-06-27,Email,Tablet,1,0,0,0
2025-05-03,Affiliate,Tablet,0,0,0,0
2025-03-02,Organic Search,Tablet,0,0,0,0
2025-08-19,Affiliate,Desktop,0,0,0,0
2025-11-20,Direct,Desktop,3,1,0,0
2025-02-09,EMAIL,Mobile,2,0,0,0
2026-02-18,Direct,Desktop,0,0,0,0
2025-04-24,Google Shopping,Mobile,6,1,1,0
2025-01-10,Meta Ads,Tablet,1,0,0,0
2025-06-09,Direct,Mobile,3,0,0,0
2026-01-19,Organic Search,Tablet,2,0,0,0
2025-03-08,Organic Search,Tablet,0,0,0,0
2025-06-14,Email,Mobile,4,0,0,0
2025-04-21,Direct,Desktop,1,0,0,0
2025-02-03,Organic Search,Desktop,2,2,1,1
2025-05-27,Email,Tablet,0,0,0,0
2026-04-09,google shopping,Tablet,0,0,0,0
2026-06-20,Affiliate,Desktop,0,0,0,0
2025-04-26,Affiliate,Mobile,2,1,1,0
2025-04-22,google shopping,Mobile,8,0,0,0
2025-12-30,Affiliate,Desktop,1,0,0,0
2025-10-17,Google Search,Mobile,7,0,0,0
2025-11-18,Organic Search,Desktop,4,0,0,0
2026-02-13,Meta Ads,Tablet,2,1,0,0
2026-06-29,Facebook/Instagram Ads,Tablet,2,0,0,0
2025-03-29,Affiliate,Tablet,0,0,0,0
2025-10-21,Meta Ads,Mobile,13,0,0,0
2025-05-31,Google_Search,Mobile,8,1,1,0
2026-03-30,Google  Search,Tablet,0,0,0,0
2025-01-05,Affiliate,Tablet,0,0,0,0
2025-09-25,Google Search,Mobile,3,1,1,0
2026-04-22,Google Search,Tablet,0,0,0,0
2025-09-11,Organic Search,Tablet,1,0,0,0
2025-04-21,direct,Tablet,0,0,0,0
2025-03-27,Email Marketing,Tablet,0,0,0,0
2025-08-23,Direct,Desktop,3,1,1,1
2025-04-16,Organic Search,Mobile,8,0,0,0
2026-01-26,Affiliate,Desktop,0,0,0,0
2026-06-30,Organic_Search,Tablet,0,0,0,0
2025-07-13,Google Search,Tablet,2,0,0,0
2025-06-08,SEO,Mobile,8,0,0,0
2026-05-24,Affiliate ,Mobile,3,0,0,0
2025-05-30,Affiliate,Mobile,1,0,0,0
2025-10-20,google search,Desktop,3,0,0,0
2025-12-27,Email,Tablet,1,0,0,0
2025-05-26,Meta Ads,Mobile,10,1,0,0
2025-12-17,organic search,Tablet,2,0,0,0
2025-03-01,Google Search,Desktop,8,0,0,0
2025-08-10,Direct,Desktop,4,0,0,0
2025-03-14,Affiliate,Desktop,3,0,0,0
2025-08-07,Affiliate,Mobile,0,0,0,0
2026-05-16,Direct,Desktop,5,0,0,0
2025-10-06,Organic Search,Tablet,0,0,0,0
2025-08-28,Direct,Mobile,4,0,0,0
2025-04-07,Affiliate,Desktop,1,0,0,0
2025-10-11,Organic Search,Desktop,3,0,0,0
2025-03-30,Google Shopping,Tablet,0,0,0,0
2026-02-04,Organic Search,Desktop,6,0,0,0
2025-04-05,Email,Desktop,3,0,0,0
2025-09-01,Google Search,Desktop,4,0,0,0
2025-11-26,Google Search,Tablet,0,0,0,0
2025-04-02,Meta Ads,Desktop,3,0,0,0
2025-06-24,Email,Desktop,1,0,0,0
2025-09-30,Affiliate,Desktop,0,0,0,0
2025-06-18,Organic Search,Desktop,4,0,0,0
2025-01-01,Affiliate,Tablet,0,0,0,0
2025-06-10,EMAIL,Tablet,0,0,0,0
2025-05-29,email,Mobile,8,4,3,1
2025-10-02,Google  Search,Desktop,4,0,0,0
2025-01-22,Email,Desktop,1,0,0,0
2025-04-14,Meta Ads,Tablet,0,0,0,0
2026-06-02,Google Search,Tablet,3,1,0,0
2025-05-26,Google Shopping,Desktop,4,0,0,0
2025-05-22,Direct,Tablet,0,0,0,0
2026-03-18,Meta_Ads,Mobile,10,1,1,0
2026-04-14,Organic Search,Tablet,1,0,0,0
2025-03-18,Organic Search,Desktop,4,0,0,0
2025-08-15,Affiliate,Mobile,2,0,0,0
2025-07-23,Google Shopping,Tablet,1,0,0,0
2026-02-26,Google Shopping,Desktop,4,1,0,0
2025-12-02,Direct,Desktop,2,0,0,0
2025-08-31,Meta Ads,Tablet,2,0,0,0
2026-02-23,Google Shopping,Mobile,6,0,0,0
2025-05-14,Organic Search,Mobile,8,0,0,0
2026-06-25,Organic Search,Mobile,10,0,0,0
2025-02-22,Organic Search,Tablet,0,0,0,0
2026-06-02,Meta Ads,Tablet,3,0,0,0
2026-01-03,Email Marketing,Tablet,0,0,0,0
2026-05-22,Email,Mobile,2,0,0,0
2025-08-05,Direct,Desktop,3,0,0,0
2025-07-05,Direct,Mobile,6,0,0,0
2026-01-09,Affiliate ,Desktop,1,0,0,0
2025-06-25,Affiliate,Mobile,3,0,0,0
2026-03-20,Email Marketing,Mobile,3,0,0,0
2025-08-13,direct,Tablet,0,0,0,0
2025-11-09,Google Search,Tablet,4,1,0,0
2026-05-15,Direct,Mobile,2,0,0,0
2025-05-04,Organic Search,Tablet,1,0,0,0
2025-06-30,Google Shopping,Tablet,2,0,0,0
2026-04-05,Affiliate,Desktop,1,0,0,0
2025-09-07,Google Search,Mobile,8,0,0,0
2025-12-13,Email,Mobile,7,2,2,1
2026-06-21,SEO,Mobile,5,0,0,0
2025-03-31,Google Shopping,Mobile,8,1,1,0
2026-02-27,Meta Ads,Desktop,7,0,0,0
2025-03-10,Google Search,Mobile,5,1,1,0
2025-08-15,Google Search,Mobile,10,0,0,0
2025-10-17,Organic Search,Tablet,0,0,0,0
2025-12-12,Meta Ads,Tablet,2,0,0,0
2025-11-11,Google Shopping,Mobile,11,0,0,0
2025-11-22,GOOGLE SHOPPING,Tablet,0,0,0,0
2025-08-24,Email,Desktop,0,0,0,0
2025-07-30,Organic_Search,Tablet,2,0,0,0
2025-03-29,Organic Search,Mobile,10,2,1,1
2025-09-27,Google Search,Mobile,11,1,0,0
2026-02-25,Affiliate,Desktop,1,0,0,0
2025-07-04,Email,Tablet,1,0,0,0
2026-05-15,Google Search,Desktop,7,0,0,0
2026-05-17,Meta Ads,Mobile,11,0,0,0
2025-05-20,Organic Search,Mobile,7,1,1,0
2026-04-29,Google Search,Mobile,5,1,0,0
2026-03-29,Direct,Desktop,7,1,1,1
2025-08-23,Direct,Tablet,0,0,0,0
2025-04-10,Direct,Mobile,2,0,0,0
2025-11-07,Organic Search,Mobile,10,2,1,0
2026-02-13,AFFILIATE,Tablet,1,0,0,0
2025-02-03,Organic Search,Mobile,12,1,1,0
2025-05-18,Affiliate,Mobile,3,0,0,0
2025-01-27,Affiliate,Tablet,0,0,0,0
2026-03-09,Google_Shopping,Tablet,4,0,0,0
2025-03-09,Google Shopping,Desktop,0,0,0,0
2026-06-16,Google Search,Tablet,1,0,0,0
2025-05-15,Organic Search,Tablet,0,0,0,0
2026-05-20,Meta_Ads,Desktop,16,1,1,1
2025-12-22,Google Shopping,Desktop,2,0,0,0
2025-11-12,Google Shopping,Mobile,16,0,0,0
2026-05-10,Affiliate,Tablet,1,0,0,0
2025-10-04,SEO,Desktop,8,1,0,0
2025-02-08,Organic Search,Tablet,2,0,0,0
2025-09-19,affiliate,Desktop,1,0,0,0
2026-04-05,Google Shopping,Tablet,1,0,0,0
2026-04-02,Direct,Tablet,1,1,0,0
2026-02-04,Google Shopping,Desktop,1,0,0,0
2025-10-12,Google Search,Desktop,6,2,2,1
2025-07-27,Google Shopping,Mobile,5,0,0,0
2025-01-11,Meta Ads,Tablet,1,0,0,0
2025-03-07,email,Mobile,1,0,0,0
2026-04-16,Google Shopping,Tablet,1,0,0,0
2025-05-17,GOOGLE SEARCH,Tablet,2,1,1,0
2025-12-02,Organic_Search,Desktop,5,1,1,1
2026-05-05,Affiliate,Desktop,2,0,0,0
2026-04-21,EMAIL,Mobile,5,0,0,0
2025-04-09,Direct,Desktop,3,0,0,0
2025-05-09,Meta Ads,Mobile,14,0,0,0
2025-03-10,Google Shopping,Desktop,5,0,0,0
2026-04-12,Google Shopping,Desktop,2,0,0,0
2025-01-31,Affiliate,Desktop,0,0,0,0
2026-03-05,Google Shopping,Desktop,3,0,0,0
2025-07-29,Google Shopping,Desktop,8,2,0,0
2026-04-22,Google Search,Mobile,16,3,1,0
2025-04-12,Meta_Ads,Tablet,2,0,0,0
2026-01-31,Affiliate,Tablet,0,0,0,0
2025-12-22,Meta Ads,Mobile,16,0,0,0
2025-09-22,Direct,Tablet,3,0,0,0
2025-12-31,DIRECT,Tablet,0,0,0,0
2025-02-03,Google  Search,Mobile,8,0,0,0
2025-01-15,Organic Search,Desktop,3,1,1,0
2026-03-23,Organic Search,Desktop,2,0,0,0
2025-04-26,Google Shopping,Tablet,0,0,0,0
2026-06-07,Email,Mobile,4,0,0,0
2026-01-25,Meta Ads,Mobile,5,0,0,0
2025-10-16,Organic Search,Tablet,0,0,0,0
2026-06-24,Affiliate,Desktop,3,0,0,0
2026-04-04,organic search,Desktop,3,0,0,0
2025-12-16,Google Search,Tablet,0,0,0,0
2025-11-24,Email Marketing,Desktop,5,0,0,0
2025-01-13,Email,Tablet,1,0,0,0
2025-02-22,Meta Ads,Tablet,0,0,0,0
2025-09-25,Organic Search,Desktop,3,1,0,0
2025-04-12,FB/IG Ads,Mobile,12,0,0,0
2025-03-21,Organic Search,Desktop,1,0,0,0
2025-04-01,Google Search,Desktop,2,0,0,0
2025-11-02,Google Shopping,Tablet,0,0,0,0
2025-07-04,Direct,Mobile,7,0,0,0
2025-12-25,Direct,Tablet,1,0,0,0
2025-03-19,FB/IG Ads,Tablet,1,0,0,0
2026-05-05,Affiliate,Tablet,1,0,0,0
2025-06-08,affiliate,Mobile,2,0,0,0
2025-09-17,Meta Ads,Desktop,7,0,0,0
2025-05-22,google shopping,Mobile,2,0,0,0
2025-02-11,Google Shopping,Mobile,8,0,0,0
2025-04-01,AFFILIATE,Tablet,0,0,0,0
2025-01-15,Direct,Mobile,3,1,0,0
2025-11-07,Google Search,Tablet,2,0,0,0
2025-11-21,Organic Search,Desktop,6,0,0,0
2025-01-03,Affiliate,Mobile,2,0,0,0
2025-08-09,GOOGLE SHOPPING,Tablet,0,0,0,0
2025-02-19,Google Search,Mobile,2,0,0,0
2026-01-07,Meta Ads,Tablet,3,0,0,0
2025-09-28,Email,Tablet,1,0,0,0
2025-09-09,Meta Ads,Desktop,9,1,1,1
2025-01-16,Meta Ads,Mobile,8,0,0,0
2025-07-20,Email,Desktop,5,0,0,0
2025-04-23,Google Search,Mobile,8,1,1,1
2025-10-10,GOOGLE SEARCH,Tablet,0,0,0,0
2025-06-09,GOOGLE SEARCH,Mobile,7,1,1,0
2025-10-07,Organic_Search,Mobile,8,1,1,0
2026-04-20,Direct,Mobile,2,0,0,0
2026-05-05,Email,Mobile,4,0,0,0
2026-06-08,Organic Search,Mobile,12,1,1,1
2025-04-21,Google Search,Desktop,8,0,0,0
2025-03-27,Direct,Mobile,1,0,0,0
2026-06-05,Google Search,Tablet,1,0,0,0
2025-03-22,Google Shopping,Mobile,10,1,1,0
2025-07-29,Direct,Mobile,5,0,0,0
2025-01-24,google search,Tablet,2,0,0,0
2026-01-22,EMAIL,Desktop,2,1,0,0
2026-05-21,Google Shopping,Tablet,1,0,0,0
2026-06-12,Email,Mobile,10,0,0,0
2025-07-05,Google Search,Mobile,8,1,0,0
2025-03-21,FB/IG Ads,Mobile,15,0,0,0
2025-11-02,Google Shopping,Mobile,7,0,0,0
2025-08-03,Meta Ads,Desktop,6,0,0,0
2025-08-18,Affiliate,Desktop,0,0,0,0
2025-03-28,Google Shopping,Mobile,6,0,0,0
2026-02-13,Google Shopping,Tablet,3,0,0,0
2025-04-08,Google Shopping,Tablet,1,0,0,0
2025-07-23,Direct,Mobile,3,0,0,0
2025-02-13,Facebook/Instagram Ads,Tablet,0,0,0,0
2026-06-10,Direct,Desktop,2,0,0,0
2025-07-16,Meta Ads,Mobile,15,0,0,0
2026-03-18,Direct,Tablet,0,0,0,0
2026-01-20,Email,Tablet,0,0,0,0
2026-01-22,organic search,Desktop,1,0,0,0
2026-02-01,Organic Search,Mobile,9,1,0,0
2026-06-02,Affiliate,Mobile,4,0,0,0
2025-06-23,Google Search,Tablet,1,0,0,0
2026-02-06,Direct,Mobile,3,0,0,0
2025-05-17,Direct,Desktop,0,0,0,0
2025-08-14,Google_Search,Tablet,0,0,0,0
2025-01-23,SEO,Tablet,0,0,0,0
2025-01-02,Google_Shopping,Tablet,0,0,0,0
2026-02-20,Email,Mobile,4,0,0,0
2026-03-12,Google Shopping,Mobile,8,0,0,0
2025-11-24,Facebook/Instagram Ads,Tablet,5,1,1,1
2026-06-11,Google_Shopping,Desktop,2,0,0,0
2026-04-20,Organic_Search,Mobile,15,2,0,0
2026-04-04,Direct,Tablet,2,0,0,0
2025-04-02,Google Search,Tablet,0,0,0,0
2025-07-03,Google Shopping,Mobile,2,0,0,0
2025-04-03,Google Search,Desktop,1,1,0,0
2026-04-07,Organic_Search,Desktop,4,1,1,1
2025-10-29,Email,Desktop,5,0,0,0
2025-09-07,meta ads,Mobile,12,0,0,0
2026-04-14,Direct,Tablet,1,0,0,0
2026-05-07,Google Shopping,Tablet,0,0,0,0
2025-12-18,Organic Search,Desktop,6,0,0,0
2025-07-27,Affiliate ,Desktop,0,0,0,0
2025-12-28,Affiliate,Desktop,1,0,0,0
2025-09-04,Email,Mobile,2,0,0,0
2025-08-23,Affiliate,Mobile,1,0,0,0
2025-06-30,DIRECT,Mobile,7,1,1,0
2025-10-10,email,Mobile,6,1,1,1
2025-08-21,SEO,Desktop,4,0,0,0
2025-01-17,Email,Mobile,2,1,1,0
2025-01-18,Google Shopping,Tablet,0,0,0,0
2026-02-07,Organic Search,Tablet,2,0,0,0
2025-05-07,Direct,Mobile,1,0,0,0
2025-03-06,Direct,Desktop,0,0,0,0
2025-01-11,direct,,2,0,0,0
2025-06-04,Meta Ads,Tablet,1,0,0,0
2025-08-14,Google  Search,Desktop,8,1,0,0
2025-07-01,AFFILIATE,Tablet,0,0,0,0
2026-06-15,Email,Desktop,3,0,0,0
2025-02-08,Affiliate,Desktop,0,0,0,0
2026-03-05,google shopping,Tablet,1,0,0,0
2025-07-09,Google Shopping,Desktop,3,0,0,0
2025-09-05,Affiliate,Tablet,0,0,0,0
2025-08-08,(direct),Tablet,1,0,0,0
2026-05-15,Email,Tablet,1,0,0,0
2025-10-05,EMAIL,Mobile,1,0,0,0
2026-03-11,Google_Shopping,Tablet,0,0,0,0
2025-02-07,Organic Search,Tablet,0,0,0,0
2025-08-04,affiliate,Tablet,0,0,0,0
2025-09-30,Facebook/Instagram Ads,Desktop,8,0,0,0
2025-08-24,Direct,Desktop,4,0,0,0
2026-03-01,Direct,Tablet,0,0,0,0
2026-05-15,Organic Search,Mobile,6,1,0,0
2026-02-25,Meta Ads,Tablet,2,0,0,0
2025-01-22,Google Shopping,Tablet,0,0,0,0
2026-06-20,Google Search,Tablet,2,0,0,0
2026-02-17,Google Shopping,Tablet,1,0,0,0
2026-02-06,GOOGLE SEARCH,Desktop,4,0,0,0
2025-05-29,Meta Ads,Mobile,15,1,1,0
2025-02-07,FB/IG Ads,Tablet,0,0,0,0
2025-01-06,Organic Search,Mobile,4,0,0,0
2025-11-23,Direct,Desktop,2,0,0,0
2025-12-24,Affiliate,Mobile,3,0,0,0
2025-12-20,Meta Ads,Mobile,27,0,0,0
2025-01-26,Direct,Tablet,0,0,0,0
2025-08-12,Affiliate,Desktop,0,0,0,0
2025-02-22,Affiliate,Tablet,1,0,0,0
2025-11-04,Meta Ads,Desktop,10,1,0,0
2026-02-03,Google Shopping,Mobile,4,1,0,0
2026-03-28,Google_Shopping,Tablet,0,0,0,0
2025-12-29,Direct,Desktop,1,1,0,0
2026-04-10,email,Tablet,1,0,0,0
2026-06-05,Email,Mobile,8,1,1,0
2026-01-10,Direct,Mobile,1,0,0,0
2026-03-14,Google Search,Tablet,0,0,0,0
2025-06-09,Google Shopping,Desktop,4,1,1,1
2025-07-28,Email,Tablet,0,0,0,0
2025-11-20,Organic Search,Tablet,3,0,0,0
2025-11-02,Google Search,Tablet,2,0,0,0
2025-09-23,SEO,Desktop,3,0,0,0
2025-04-04,Meta Ads,Mobile,9,0,0,0
2025-11-21,Direct,Desktop,1,0,0,0
2026-06-16,Affiliate ,Desktop,2,1,0,0
2026-03-04,Direct,Desktop,1,0,0,0
2026-03-13,Google_Shopping,Desktop,1,0,0,0
2025-02-12,Direct,Desktop,1,0,0,0
2025-02-25,Google Shopping,Mobile,5,0,0,0
